"participant_id","age","sex","society_type","university_degree","education_subject","appear_online_test_2_years","condition","time_question","device_changed_question","browser_changed_question","question_number","answer_correct","cheated_question","cheated_overall","device_changed_overall","browser_changed_overall","test_score","UX_Pragmatic","UX_Hedonic","UX_overall","panas_interested","panas_distressed","panas_excited","panas_upset","panas_strong","panas_guilty","panas_scared","panas_hostile","panas_enthusiastic","panas_proud","panas_irritable","panas_alert","panas_ashamed","panas_inspired","panas_nervous","panas_determined","panas_attentive","panas_jittery","panas_active","panas_afraid","positive_emotion","negative_emotion","self_efficacy","preference_for_message","correct_interpretation","not_noticed","reminded_honesty","determined_not_to_cheat","distracted","stopped_cheating","incentivised_to_look_online","no_impact","focussed_on_solving_questions","neutral_impact","feeling_watched","feeling_uncomfortable","feeling_disappointed","feeling_concerned","feeling_stressed","feeling_silly","feeling_criticised","feeling_sad","feeling_guilty","feeling_panicked","feeling_scared","feeling_worried","feeling_anxious","feeling_nervous","feeling_alerted","feeling_warned","feeling_cautious","feeling_rushed","feeling_annoyed","feeling_threatened","feeling_invaded","feeling_judged","feeling_untrusted","feeling_confused","feeling_bluffed","feeling_wasted","feeling_safe","feeling_relaxed","feeling_aware","feeling_normal","feeling_disciplined","feeling_motivated","feeling_proud","feeling_convinced","positive_views_on_others","negative_views_on_others","neutral_views_on_others","similar_views_on_others"
"P106","35","0","0","0","Social","None","Monitoring","82","0","0","3","0","0","0","0","0","0","-0.75","0.5","-0.125","4","5","3","3","1","1","1","1","2","1","1","2","2","1","3","2","4","4","1","1","2.1","2.2","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P110","57","0","0","1","Arts","None","Warning","73","0","0","3","0","0","0","0","0","0","0","2","1","4","1","4","1","3","2","1","1","5","3","1","3","1","4","2","4","4","2","4","1","3.8","1.3","3.375","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P101","24","0","0","1","Social","31 or above","Warning","128","0","0","3","0","0","0","0","0","0","3","0","1.5","4","2","3","1","1","1","1","1","2","1","1","3","1","1","1","2","4","1","1","1","2.2","1.1","3","3","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P105","28","0","1","1","Arts","6-10","Control","89","0","0","3","0","0","0","0","0","0","2","-0.75","0.625","2","3","2","3","1","1","3","1","2","1","2","4","2","1","5","5","4","1","3","2","2.5","2.3","2","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P118","34","1","0","1","STEM","6-10","Honor code reminder","60","0","0","3","0","0","0","0","0","0","3","1","2","4","3","3","1","2","2","2","1","3","3","1","3","2","2","2","4","2","2","3","2","2.9","1.8","3.125","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P98","28","0","0","1","STEM","31 or above","Control","149","0","0","3","0","0","0","0","0","0","1.5","-1.25","0.125","4","3","3","2","1","1","1","1","2","1","2","3","1","2","1","3","3","2","1","1","2.3","1.5","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P109","59","1","1","1","Arts","None","Honor code reminder","94","0","0","3","0","0","0","0","0","0","2.25","1.75","2","4","3","4","2","4","1","1","1","4","3","1","5","1","3","1","5","4","1","4","1","4","1.3","3.375","4","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"P91","25","1","0","1","STEM","31 or above","Warning","182","0","0","3","0","1","1","0","0","0","1.25","0","0.625","4","5","4","2","4","1","2","1","4","3","4","5","2","4","4","5","4","4","4","1","4.1","2.6","4.375","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P124","32","0","0","1","Other","21-30","Control","36","0","0","3","0","0","0","0","0","0","0.75","-0.75","0","5","1","2","1","2","1","1","1","3","3","1","4","1","3","1","4","5","1","3","1","3.4","1","2.75","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P119","34","0","0","0","STEM","31 or above","Control","80","0","0","3","0","0","0","0","0","0","2.25","0","1.125","3","4","2","1","1","1","1","1","2","2","3","2","1","2","3","2","2","2","2","1","2","1.8","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P114","33","0","0","1","STEM","21-30","Warning","90","0","0","3","0","1","1","0","0","0","2","-1","0.5","4","1","1","1","1","2","1","1","1","1","2","4","2","2","3","4","5","1","3","1","2.6","1.5","3.125","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P123","51","1","0","0","Social","1-5","Monitoring","74","0","0","3","0","0","0","0","0","0","1.75","1","1.375","5","2","4","1","1","1","1","1","4","1","2","5","1","3","4","4","5","2","3","1","3.5","1.6","2.5","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P115","27","1","0","1","Social","1-5","Honor code reminder","97","0","0","3","1","0","0","0","0","0.75","2.5","0","1.25","4","2","4","1","3","1","2","1","4","3","1","5","1","2","3","4","5","2","5","1","3.9","1.5","4.125","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P116","40","0","0","1","STEM","1-5","Monitoring","108","0","0","3","0","0","0","0","0","0","0.75","-1","-0.125","3","4","2","3","1","2","2","2","1","1","4","3","1","1","3","2","3","2","1","2","1.8","2.5","2.125","3","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P107","48","0","0","0","Healthcare","None","Honor code reminder","137","0","0","3","0","0","0","0","0","0.25","0.25","-1","-0.375","4","1","2","1","3","1","1","1","3","3","1","3","1","2","1","4","4","1","2","1","3","1","3.25","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"P134","35","0","0","1","Social","6-10","Honor code reminder","50","0","0","3","0","0","0","0","0","0","2.25","0.5","1.375","4","2","3","1","3","2","1","1","4","1","1","3","1","1","1","3","3","1","2","1","2.7","1.2","2","4","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P130","52","0","0","0","Other","1-5","Monitoring","62","0","0","3","0","0","0","0","0","0","-0.25","-0.5","-0.375","4","1","1","1","2","1","1","1","4","1","1","4","1","1","1","4","4","1","2","1","2.7","1","3","3","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P120","43","1","0","0","Social","21-30","Warning","127","0","0","3","0","1","1","0","0","0","1.5","-0.25","0.625","4","4","3","4","3","3","3","3","3","3","4","4","3","3","3","3","4","3","3","3","3.3","3.3","3","3","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P111","27","0","0","1","STEM","1-5","Monitoring","154","0","0","3","0","0","0","0","0","0.25","0.75","-0.25","0.25","4","2","3","2","1","1","1","1","3","3","2","3","1","2","2","3","3","2","1","1","2.6","1.5","2.125","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P117","38","1","0","1","STEM","31 or above","Honor code reminder","140","0","0","3","0","0","0","0","0","0","3","1","2","5","2","4","1","2","1","1","1","3","2","1","3","1","1","2","4","3","2","2","1","2.9","1.3","3.5","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"P128","24","0","0","1","Arts","None","Warning","82","0","0","3","0","0","0","0","0","0","1.75","-3","-0.625","2","2","1","2","1","1","1","1","1","1","3","1","2","1","1","1","1","1","1","1","1.1","1.5","2.5","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P126","33","1","0","1","Business","1-5","Honor code reminder","104","0","0","3","0","0","0","0","0","0","0.75","-1","-0.125","2","3","2","3","2","1","1","1","2","2","4","2","2","3","4","4","5","2","3","1","2.7","2.2","3.25","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"P122","32","1","0","1","STEM","31 or above","Control","131","0","0","3","0","0","1","1","0","0","0.75","-1.75","-0.5","3","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","2","1","2","1","1.6","1.3","2.75","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P133","32","0","0","1","STEM","1-5","Control","72","0","0","3","0","0","1","1","0","0","2","-0.25","0.875","4","2","3","1","2","1","1","1","3","2","1","4","2","3","4","3","5","1","3","1","3.2","1.5","2.375","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P121","20","0","0","0","Arts","1-5","Honor code reminder","133","0","0","3","0","0","0","0","0","0","-2","1.25","-0.375","3","3","2","2","3","2","1","1","4","1","4","2","3","1","3","3","3","3","3","1","2.5","2.3","2.25","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P127","32","0","0","0","STEM","1-5","Monitoring","109","0","0","3","0","0","0","0","0","0","3","0.25","1.625","4","4","3","2","1","1","2","3","3","1","2","3","1","2","3","4","4","3","5","2","3","2.3","2.875","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"P132","43","1","0","1","Arts","21-30","Honor code reminder","84","0","0","3","0","0","0","0","0","0","-1.25","0.75","-0.25","4","2","3","1","3","1","1","1","1","1","1","4","1","1","1","3","4","1","4","1","2.8","1.1","2.875","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P93","38","1","0","0","Other","31 or above","Warning","141","0","0","3","0","0","1","0","1","0","3","-1","1","3","1","2","3","3","1","1","1","2","3","1","1","1","1","1","1","4","1","2","1","2.2","1.2","1","4","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P125","59","1","0","0","Other","1-5","Control","124","0","0","3","0","0","0","0","0","0","-0.5","1.5","0.5","4","1","2","1","2","1","1","1","3","1","1","3","2","1","1","3","4","1","1","1","2.4","1.1","2.25","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P140","22","0","0","1","Arts","1-5","Warning","70","0","0","3","0","0","0","0","0","0","1.25","-1","0.125","4","2","2","1","2","1","1","1","2","2","1","3","1","2","1","3","3","1","2","1","2.5","1.1","2.5","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P129","39","1","0","1","STEM","1-5","Warning","114","0","0","3","0","0","0","0","0","0","0.75","1.25","1","4","3","4","1","4","1","2","1","3","3","2","4","2","2","3","4","4","1","4","1","3.6","1.7","4","4","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P137","36","0","0","1","Social","11-20","Control","85","0","0","3","0","0","0","0","0","0","0.75","1","0.875","4","3","2","1","1","1","1","1","3","2","1","3","1","3","2","3","3","1","3","1","2.7","1.3","2.25","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P135","55","1","0","0","Business","1-5","Monitoring","103","0","0","3","0","0","0","0","0","0","-2.5","2","-0.25","5","3","5","1","1","1","1","1","4","2","1","4","1","3","4","5","5","2","5","1","3.9","1.6","2.125","3","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"P141","43","0","0","1","Healthcare","31 or above","Control","19","0","0","3","0","0","0","0","0","0","-1.75","1.25","-0.25","4","4","2","1","1","2","1","1","3","1","1","4","1","3","2","3","4","1","1","1","2.6","1.5","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P139","43","0","0","0","STEM","None","Monitoring","82","0","0","3","0","0","0","0","0","0","2.5","-0.75","0.875","5","2","1","1","1","1","1","1","4","1","1","4","1","1","1","4","5","2","3","1","2.9","1.2","2.125","4","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"P151","59","0","0","1","Arts","31 or above","Warning","25","0","0","3","0","0","0","0","0","0","0.25","0.25","0.25","4","4","1","3","1","1","2","1","3","1","3","3","3","1","4","3","5","3","3","2","2.5","2.6","2","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"P146","38","1","0","0","STEM","11-20","Honor code reminder","60","0","0","3","0","0","0","0","0","0","0.25","1.5","0.875","4","3","3","1","2","1","2","1","3","3","2","4","2","4","3","4","4","3","3","1","3.4","1.9","3.75","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P147","47","0","0","1","STEM","None","Warning","59","0","0","3","0","0","0","0","0","0","0","-0.5","-0.25","4","2","1","2","1","1","3","2","2","1","3","2","2","1","3","2","4","3","2","4","2","2.5","1.875","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P131","34","0","0","1","Arts","6-10","Control","129","0","0","3","1","0","0","0","0","0.25","2.75","0.5","1.625","4","1","3","1","3","1","1","2","4","1","1","4","2","2","1","4","5","1","4","1","3.4","1.2","3.25","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P154","35","0","0","0","STEM","21-30","Warning","30","0","0","3","0","0","0","0","0","0","-0.75","1","0.125","3","2","3","1","1","1","2","1","2","1","2","2","1","2","1","3","2","1","2","1","2.1","1.3","2.375","2","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P153","35","0","0","0","Other","1-5","Control","36","0","0","3","0","0","0","0","0","0","-1","-0.25","-0.625","2","3","1","1","1","1","1","1","1","1","2","2","1","1","3","1","1","3","1","2","1.2","1.8","1.5","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P138","26","1","0","0","Arts","1-5","Honor code reminder","119","0","0","3","0","0","0","0","0","0","1.5","0","0.75","3","4","4","3","3","1","1","1","3","3","3","2","2","3","2","4","4","2","3","1","3.2","2","3.875","3","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P143","33","0","0","1","Healthcare","1-5","Control","106","0","0","3","0","0","0","0","0","0","1.75","1.5","1.625","4","1","4","1","3","1","1","1","5","2","2","4","1","2","1","5","5","1","4","1","3.8","1.1","4.25","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P162","31","0","1","1","STEM","6-10","Warning","35","0","0","3","0","0","0","0","0","0","2.25","2.5","2.375","4","4","4","2","4","1","4","1","5","4","1","4","1","4","5","5","5","1","4","3","4.3","2.3","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"P158","21","0","0","0","STEM","6-10","Honor code reminder","50","0","0","3","0","0","0","0","0","0","1.75","-1.5","0.125","3","3","1","1","2","2","2","2","2","2","2","3","2","2","3","3","3","3","3","2","2.4","2.2","4","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P163","45","1","0","1","Business","6-10","Honor code reminder","34","0","0","3","0","0","0","0","0","0","2","0.5","1.25","4","2","3","2","2","1","2","1","4","1","3","3","2","2","4","4","4","3","4","2","3.1","2.2","1.125","4","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
